,inv1819,inv1920,inv2021,inv2122,inv2223,inv2324,week
2583,4.94,11.78,7.61,11.0,NaN,,16
2584,4.33,8.79,6.95,8.95,NaN,,16
2585,3.45,5.95,6.16,4.83,NaN,,16
2586,2.92,4.68,5.53,1.48,NaN,,16
2587,2.48,7.21,5.15,1.08,NaN,,16
2588,2.44,8.23,4.71,0.43,NaN,,16
2589,2.61,8.42,4.36,-1.77,NaN,,16
2590,2.28,8.48,4.33,-1.86,NaN,,16
2591,2.1,8.65,4.52,-1.42,NaN,,16
2592,2.07,8.6,4.5,-1.58,NaN,,16
2593,1.95,8.53,4.05,-1.99,NaN,,16
2594,1.74,8.37,4.0,-1.14,NaN,,16
2595,1.65,8.36,4.0,-1.79,NaN,,16
2596,1.63,7.97,3.52,-2.5,NaN,,16
2597,1.83,7.24,2.61,-2.05,NaN,,16
2598,2.08,7.16,1.99,-1.56,NaN,,16
2599,1.43,6.99,2.53,-0.97,NaN,,16
2600,1.3,7.27,4.03,0.99,NaN,,16
2601,1.51,8.88,6.02,3.85,NaN,,16
2602,2.67,9.67,8.83,6.34,NaN,,16
2603,5.04,9.89,11.05,7.08,NaN,,16
2604,7.5,11.02,12.16,6.99,NaN,,16
2605,9.49,11.93,8.36,7.12,NaN,,16
2606,7.47,10.5,6.31,7.2,NaN,,16
2607,6.2,9.23,7.04,8.06,NaN,,16
2608,4.75,8.68,6.97,7.17,NaN,,16
2609,3.71,8.37,6.04,5.59,NaN,,16
2610,3.43,8.36,7.0,4.18,NaN,,16
2611,2.67,8.39,7.15,4.24,NaN,,16
2612,2.44,8.53,7.05,3.46,NaN,,16
2613,3.08,8.72,6.49,2.94,NaN,,16
2614,3.09,8.99,7.27,3.16,NaN,,16
2615,3.48,8.9,8.77,2.72,NaN,,16
2616,2.59,8.87,8.56,2.36,NaN,,16
2617,2.43,9.15,8.35,0.36,NaN,,16
2618,2.02,9.1,7.99,-0.02,NaN,,16
2619,2.16,8.93,7.42,0.52,NaN,,16
2620,4.04,8.63,7.43,-0.17,NaN,,16
2621,6.01,8.75,7.74,-1.68,NaN,,16
2622,6.59,8.63,7.58,-2.04,NaN,,16
2623,7.25,8.38,6.53,-2.44,NaN,,16
2624,7.74,8.54,5.77,1.32,NaN,,16
2625,8.58,8.82,4.41,6.44,NaN,,16
2626,9.08,9.13,3.68,9.72,NaN,,16
2627,9.52,9.29,3.37,10.78,NaN,,16
2628,9.69,9.27,3.34,11.25,NaN,,16
2629,9.93,9.18,3.32,10.72,NaN,,16
2630,10.32,9.13,3.19,10.93,NaN,,16
2631,10.48,9.39,3.34,10.31,NaN,,16
2632,10.52,9.01,3.05,8.73,NaN,,16
2633,10.7,8.43,2.53,4.98,NaN,,16
2634,10.83,8.26,2.42,3.58,NaN,,16
2635,10.9,7.75,2.09,2.5,NaN,,16
2636,11.1,7.66,2.12,0.17,NaN,,16
2637,11.18,7.69,1.98,-0.28,NaN,,16
2638,11.1,7.94,2.1,-1.11,NaN,,16
2639,11.02,8.08,2.09,-2.42,NaN,,16
2640,10.97,8.27,1.95,-2.9,NaN,,16
2641,10.82,8.39,1.84,-3.37,NaN,,16
2642,10.82,8.85,1.96,-3.45,NaN,,16
2643,10.82,8.27,1.21,-3.84,NaN,,16
2644,10.85,7.68,0.31,-3.4,NaN,,16
2645,11.06,7.4,0.42,-3.54,NaN,,16
2646,11.2,7.4,0.37,-3.5,NaN,,16
2647,11.12,7.48,-0.29,-3.31,NaN,,16
2648,11.01,8.24,0.96,-1.82,NaN,,16
2649,9.58,9.33,4.14,1.34,NaN,,16
2650,9.23,10.4,6.16,6.57,NaN,,16
2651,9.6,10.3,8.53,10.25,NaN,,16
2652,10.12,10.02,9.89,12.3,NaN,,16
2653,10.12,9.18,10.28,13.23,NaN,,16
2654,9.36,8.84,9.83,9.78,NaN,,16
2655,8.95,8.29,8.81,9.64,NaN,,16
2656,8.47,7.98,7.5,8.29,NaN,,16
2657,7.83,7.7,5.31,4.82,NaN,,16
2658,7.25,7.69,3.23,1.63,NaN,,16
2659,7.19,7.69,3.17,0.68,NaN,,16
2660,7.53,7.79,3.65,0.47,NaN,,16
2661,8.01,8.71,3.9,1.69,NaN,,16
2662,7.27,8.69,4.0,4.63,NaN,,16
2663,5.87,8.26,4.2,5.84,NaN,,16
2664,6.11,7.71,4.4,5.39,NaN,,16
2665,6.39,7.68,4.44,3.31,NaN,,16
2666,6.49,7.68,4.4,0.74,NaN,,16
2667,6.22,7.66,4.6,0.19,NaN,,16
2668,7.09,7.63,4.62,-1.95,NaN,,16
2669,7.43,7.37,4.56,-2.64,NaN,,16
2670,7.4,7.46,3.91,-2.77,NaN,,16
2671,7.12,7.9,4.2,-2.83,NaN,,16
2672,7.3,7.45,4.99,-0.05,NaN,,16
2673,8.94,7.44,6.91,6.59,NaN,,16
2674,9.27,7.79,9.06,11.2,NaN,,16
2675,9.88,8.43,9.9,13.34,NaN,,16
2676,10.74,9.35,9.93,13.19,NaN,,16
2677,10.87,10.43,12.13,12.68,NaN,,16
2678,10.64,11.02,10.22,11.9,NaN,,16
2679,8.73,10.53,11.17,10.01,NaN,,16
2680,8.24,9.9,9.12,8.75,NaN,,16
2681,7.66,9.54,7.15,6.04,NaN,,16
2682,7.36,9.49,4.79,4.11,NaN,,16
2683,7.11,9.71,3.99,2.95,NaN,,16
2684,6.78,9.86,4.14,2.51,NaN,,16
2685,5.9,10.57,5.08,2.12,NaN,,16
2686,6.0,10.99,5.73,1.65,NaN,,16
2687,5.61,11.26,5.91,0.91,NaN,,16
2688,5.33,11.18,5.91,0.46,NaN,,17
2689,5.07,11.34,6.15,0.49,NaN,,17
2690,4.94,11.17,6.19,0.32,NaN,,17
2691,4.74,10.93,6.12,0.88,NaN,,17
2692,4.61,10.66,6.17,1.84,NaN,,17
2693,4.64,9.64,5.92,1.38,NaN,,17
2694,4.67,9.56,6.12,0.3,NaN,,17
2695,4.64,9.64,6.79,-0.34,NaN,,17
2696,5.21,9.79,7.34,1.8,NaN,,17
2697,6.18,9.56,7.4,7.77,NaN,,17
2698,6.76,8.35,7.39,9.12,NaN,,17
2699,7.55,7.56,7.23,9.26,NaN,,17
2700,7.96,7.51,7.19,9.25,NaN,,17
2701,7.81,8.66,7.16,9.15,NaN,,17
2702,7.72,11.65,7.36,9.72,NaN,,17
2703,6.92,10.44,7.68,8.95,NaN,,17
2704,5.89,8.45,7.87,7.71,NaN,,17
2705,4.76,7.7,8.91,7.43,NaN,,17
2706,4.3,6.99,9.08,7.47,NaN,,17
2707,4.12,6.76,9.14,7.61,NaN,,17
2708,3.8,6.06,8.8,7.6,NaN,,17
2709,3.39,4.54,9.19,7.52,NaN,,17
2710,3.23,1.99,9.24,7.4,NaN,,17
2711,2.71,0.8,9.56,7.15,NaN,,17
2712,2.43,-0.42,9.13,7.1,NaN,,17
2713,2.18,-2.09,8.06,7.04,NaN,,17
2714,2.1,-2.46,7.44,6.94,NaN,,17
2715,2.1,-3.29,7.35,6.82,NaN,,17
2716,2.08,-3.83,7.11,6.81,NaN,,17
2717,2.0,-3.97,6.95,6.81,NaN,,17
2718,2.06,-3.61,6.82,6.74,NaN,,17
2719,2.1,-3.27,6.95,6.81,NaN,,17
2720,3.15,0.78,7.13,7.11,NaN,,17
2721,4.94,6.94,7.86,8.37,NaN,,17
2722,6.1,8.94,9.21,10.27,NaN,,17
2723,7.07,9.83,9.34,11.16,NaN,,17
2724,8.16,10.72,11.08,12.02,NaN,,17
2725,8.46,10.9,10.51,12.55,NaN,,17
2726,8.66,10.07,10.15,10.81,NaN,,17
2727,7.69,9.62,9.96,11.56,NaN,,17
2728,6.57,8.04,10.24,9.35,NaN,,17
2729,5.85,6.51,10.29,8.01,NaN,,17
2730,5.24,5.87,9.84,6.66,NaN,,17
2731,5.53,5.45,8.36,5.84,NaN,,17
2732,5.46,5.08,8.36,3.71,NaN,,17
2733,5.19,4.76,8.37,3.29,NaN,,17
2734,4.63,4.54,8.67,3.75,NaN,,17
2735,4.58,4.66,8.66,2.77,NaN,,17
2736,4.76,4.77,8.8,1.9,NaN,,17
2737,4.18,3.85,8.99,0.69,NaN,,17
2738,3.4,2.4,9.45,-0.12,NaN,,17
2739,3.3,2.07,9.6,-0.8,NaN,,17
2740,2.42,1.71,9.87,-1.35,NaN,,17
2741,1.96,1.26,9.71,-1.48,NaN,,17
2742,2.11,1.36,9.85,-1.22,NaN,,17
2743,2.63,1.32,9.88,0.58,NaN,,17
2744,3.64,3.53,9.85,1.6,NaN,,17
2745,5.48,6.23,9.57,3.59,NaN,,17
2746,7.48,8.58,9.47,5.93,NaN,,17
2747,8.87,10.81,9.33,6.41,NaN,,17
2748,9.88,9.47,9.21,6.37,NaN,,17
2749,10.53,9.76,8.99,5.93,NaN,,17
2750,10.62,9.42,8.98,5.85,NaN,,17
2751,9.96,8.88,8.98,5.86,NaN,,17
2752,8.4,7.83,8.89,5.86,NaN,,17
2753,6.77,4.97,8.8,5.85,NaN,,17
2754,5.88,1.0,8.65,5.86,NaN,,17
2755,5.28,-0.68,8.39,5.86,NaN,,17
2756,4.67,-1.51,8.36,5.91,NaN,,17
2757,4.13,-2.38,8.36,6.16,NaN,,17
2758,4.56,-2.62,8.36,6.11,NaN,,17
2759,4.26,-3.06,8.35,6.06,NaN,,17
2760,3.97,-3.41,8.35,6.32,NaN,,17
2761,3.71,-3.86,8.36,5.92,NaN,,17
2762,3.35,-4.07,8.39,5.79,NaN,,17
2763,2.95,-4.1,8.36,6.07,NaN,,17
2764,2.13,-4.21,8.37,6.12,NaN,,17
2765,1.4,-4.78,8.44,6.09,NaN,,17
2766,0.66,-5.04,8.41,6.01,NaN,,17
2767,-0.01,-5.01,8.39,5.85,NaN,,17
2768,3.16,-1.8,8.73,5.85,NaN,,17
2769,7.32,5.52,9.09,6.65,NaN,,17
2770,10.68,10.42,9.36,9.47,NaN,,17
2771,12.78,12.41,9.88,11.37,NaN,,17
2772,14.09,13.4,9.95,11.62,NaN,,17
2773,13.71,13.23,9.88,11.89,NaN,,17
2774,13.15,12.92,9.99,11.27,NaN,,17
2775,10.87,11.49,9.93,10.64,NaN,,17
2776,8.28,9.05,9.84,9.09,NaN,,17
2777,5.11,5.6,9.56,6.99,NaN,,17
2778,2.44,2.17,9.47,5.67,NaN,,17
2779,0.77,1.66,9.61,5.04,NaN,,17
2780,0.18,4.38,10.07,3.59,NaN,,17
2781,0.2,4.39,10.23,2.7,NaN,,17
2782,-0.17,4.15,10.17,0.22,NaN,,17
2783,-0.25,3.95,10.58,-1.59,NaN,,17
2784,0.0,5.28,10.57,-2.17,NaN,,17
2785,0.1,4.95,10.56,-3.23,NaN,,17
2786,0.97,4.61,10.62,-4.13,NaN,,17
2787,3.08,4.63,11.41,-4.61,NaN,,17
2788,4.88,2.91,11.72,-3.46,NaN,,17
2789,4.7,1.27,12.07,-4.95,NaN,,17
2790,4.65,-1.29,12.0,-5.43,NaN,,17
2791,6.18,-2.27,11.78,-5.78,NaN,,17
2792,6.29,0.71,12.02,-1.17,NaN,,17
2793,7.61,7.36,12.07,2.74,NaN,,17
2794,9.22,10.3,12.19,9.12,NaN,,17
2795,10.44,11.81,12.14,11.61,NaN,,17
2796,12.31,11.17,11.72,12.06,NaN,,17
2797,12.43,11.21,11.65,12.23,NaN,,17
2798,12.02,11.31,11.45,11.98,NaN,,17
2799,11.28,10.85,11.18,11.91,NaN,,17
2800,9.73,8.75,11.29,10.31,NaN,,17
2801,7.91,5.64,11.4,6.31,NaN,,17
2802,6.79,2.37,11.32,1.67,NaN,,17
2803,6.48,0.56,11.16,-0.32,NaN,,17
2804,6.18,-0.43,11.13,-1.34,NaN,,17
2805,5.11,-1.1,10.72,-1.64,NaN,,17
2806,3.64,-1.45,10.28,-2.27,NaN,,17
2807,1.82,-1.76,9.81,-2.96,NaN,,17
2808,0.61,-2.47,9.83,-3.58,NaN,,17
2809,-0.83,-3.02,9.81,-3.88,NaN,,17
2810,-1.1,-3.2,9.57,-4.49,NaN,,17
2811,-1.5,-2.68,9.3,-5.15,NaN,,17
2812,-1.88,-1.8,9.27,-5.44,NaN,,17
2813,-1.82,-1.27,9.03,-5.82,NaN,,17
2814,-2.16,-1.64,7.99,-6.03,NaN,,17
2815,-2.25,-1.67,7.06,-5.54,NaN,,17
2816,-0.54,-0.55,7.42,-1.32,NaN,,17
2817,6.12,4.63,8.21,6.29,NaN,,17
2818,9.69,7.88,8.03,11.02,NaN,,17
2819,9.96,9.53,7.9,11.75,NaN,,17
2820,10.69,10.14,8.39,12.47,NaN,,17
2821,10.37,10.26,8.66,12.88,NaN,,17
2822,10.06,9.72,7.85,12.62,NaN,,17
2823,9.35,8.72,7.82,11.53,NaN,,17
2824,8.01,7.84,7.85,10.05,NaN,,17
2825,5.91,6.0,7.25,6.44,NaN,,17
2826,3.34,3.74,6.04,2.51,NaN,,17
2827,2.58,4.28,4.98,0.67,NaN,,17
2828,2.17,5.52,4.61,-0.2,NaN,,17
2829,2.0,5.86,5.74,-0.94,NaN,,17
2830,2.03,6.03,7.15,-1.51,NaN,,17
2831,3.44,6.38,8.15,-2.33,NaN,,17
2832,6.12,6.76,8.25,-2.9,NaN,,17
2833,6.63,6.78,8.39,-3.49,NaN,,17
2834,6.9,7.1,8.09,-4.06,NaN,,17
2835,7.11,7.09,8.36,-4.16,NaN,,17
2836,7.34,7.1,8.36,-4.96,NaN,,17
2837,7.41,7.11,8.57,-4.71,NaN,,17
2838,7.43,7.1,8.47,-4.88,NaN,,17
2839,7.49,7.1,8.28,-3.56,NaN,,17
2840,7.99,7.33,7.87,-0.5,NaN,,17
2841,8.05,8.05,8.36,2.52,NaN,,17
2842,8.09,8.4,8.7,8.11,NaN,,17
2843,8.46,8.89,9.38,8.49,NaN,,17
2844,8.77,8.98,9.77,8.06,NaN,,17
2845,8.93,8.99,10.37,8.51,NaN,,17
2846,8.71,9.17,11.44,9.27,NaN,,17
2847,8.86,9.51,9.89,9.3,NaN,,17
2848,9.13,9.46,8.06,8.88,NaN,,17
2849,9.29,8.78,7.95,8.05,NaN,,17
2850,9.73,8.32,7.49,7.15,NaN,,17
2851,9.75,7.98,7.54,6.27,NaN,,17
2852,9.59,8.29,7.73,5.77,NaN,,17
2853,9.05,9.64,7.65,5.73,NaN,,17
2854,9.24,9.48,8.03,5.5,NaN,,17
2855,9.35,8.45,8.36,5.5,NaN,,17
2856,8.93,7.51,8.4,5.13,NaN,,18
2857,8.91,8.02,8.86,5.24,NaN,,18
2858,8.15,8.31,8.79,5.48,NaN,,18
2859,7.19,8.1,8.23,5.66,NaN,,18
2860,6.92,7.96,8.06,5.9,NaN,,18
2861,6.4,7.93,8.37,5.97,NaN,,18
2862,5.33,7.22,8.65,6.03,NaN,,18
2863,4.6,7.41,8.73,6.99,NaN,,18
2864,4.81,8.52,8.88,7.5,NaN,,18
2865,5.91,10.51,9.44,8.01,NaN,,18
2866,6.3,12.48,10.61,8.53,NaN,,18
2867,8.31,12.21,12.62,8.68,NaN,,18
2868,10.18,11.3,12.91,8.62,NaN,,18
2869,11.34,10.88,12.8,8.97,NaN,,18
2870,9.58,11.27,12.3,9.27,NaN,,18
2871,7.22,10.92,11.07,9.1,NaN,,18
2872,5.87,9.93,10.34,8.63,NaN,,18
2873,4.71,7.8,9.65,7.38,NaN,,18
2874,3.1,5.3,9.08,6.37,NaN,,18
2875,2.21,4.32,8.78,7.12,NaN,,18
2876,2.03,2.66,8.36,6.62,NaN,,18
2877,1.32,1.63,8.17,5.95,NaN,,18
2878,0.8,2.35,7.06,5.83,NaN,,18
2879,0.74,6.4,5.83,5.35,NaN,,18
2880,0.31,6.03,5.95,5.2,NaN,,18
2881,-0.55,5.98,6.56,5.73,NaN,,18
2882,-1.23,5.96,6.22,5.84,NaN,,18
2883,-1.59,5.84,5.53,5.78,NaN,,18
2884,-1.87,5.88,5.15,5.62,NaN,,18
2885,-2.67,5.79,5.62,5.54,NaN,,18
2886,-3.66,5.17,5.12,5.05,NaN,,18
2887,-3.6,5.06,4.38,4.82,NaN,,18
2888,0.49,6.35,4.86,5.96,NaN,,18
2889,3.4,9.03,5.08,7.13,NaN,,18
2890,8.42,12.54,4.69,8.32,NaN,,18
2891,12.09,13.56,3.15,8.89,NaN,,18
2892,11.96,13.78,2.55,9.24,NaN,,18
2893,12.77,14.31,3.34,9.32,NaN,,18
2894,12.37,14.54,3.46,8.97,NaN,,18
2895,10.48,13.59,3.55,8.12,NaN,,18
2896,8.42,12.71,2.14,6.9,NaN,,18
2897,5.5,8.82,0.48,5.29,NaN,,18
2898,4.15,4.27,-0.29,4.67,NaN,,18
2899,5.55,1.81,-0.63,4.11,NaN,,18
2900,5.54,0.95,-1.22,3.69,NaN,,18
2901,4.85,-0.08,-1.51,3.38,NaN,,18
2902,4.18,-1.11,-1.78,3.24,NaN,,18
2903,4.07,-0.87,-2.29,3.03,NaN,,18
2904,3.79,-1.06,-2.64,2.77,NaN,,18
2905,2.65,-2.07,-2.84,2.49,NaN,,18
2906,1.32,-2.41,-2.85,2.2,NaN,,18
2907,1.05,-2.26,-2.84,2.21,NaN,,18
2908,2.31,-1.42,-2.93,1.63,NaN,,18
2909,2.29,-1.96,-3.43,1.48,NaN,,18
2910,3.04,-2.57,-3.59,1.53,NaN,,18
2911,2.64,-1.97,-3.6,1.79,NaN,,18
2912,4.39,1.23,-3.19,3.69,NaN,,18
2913,7.63,7.65,-2.81,5.75,NaN,,18
2914,9.34,10.96,-2.52,8.5,NaN,,18
2915,10.17,12.74,-1.89,10.81,NaN,,18
2916,9.55,14.2,-1.29,11.36,NaN,,18
2917,9.45,12.73,-0.87,10.28,NaN,,18
2918,9.22,11.51,-1.26,10.64,NaN,,18
2919,8.3,12.22,-2.09,7.44,NaN,,18
2920,7.32,10.1,-2.76,6.91,NaN,,18
2921,5.12,9.11,-3.27,4.56,NaN,,18
2922,2.16,7.95,-3.5,0.88,NaN,,18
2923,1.32,7.32,-3.7,-0.93,NaN,,18
2924,0.23,7.15,-3.84,-2.16,NaN,,18
2925,-0.69,7.69,-3.89,-3.17,NaN,,18
2926,-0.87,7.41,-4.02,-3.65,NaN,,18
2927,-1.28,7.43,-4.28,-4.23,NaN,,18
2928,-1.9,6.76,-4.59,-4.98,NaN,,18
2929,-2.5,7.68,-5.06,-5.31,NaN,,18
2930,-2.75,6.84,-5.36,-5.24,NaN,,18
2931,-2.76,5.36,-5.43,-3.31,NaN,,18
2932,-2.8,5.64,-5.31,-2.56,NaN,,18
2933,-3.21,4.71,-5.35,-1.92,NaN,,18
2934,-3.11,3.89,-5.41,-0.96,NaN,,18
2935,-2.45,2.62,-5.61,-0.29,NaN,,18
2936,1.59,5.01,-5.45,0.89,NaN,,18
2937,7.9,8.38,-4.53,2.15,NaN,,18
2938,10.69,10.13,-3.69,3.13,NaN,,18
2939,11.73,12.04,-2.98,3.99,NaN,,18
2940,12.45,14.53,-2.69,3.81,NaN,,18
2941,12.55,14.49,-1.92,3.74,NaN,,18
2942,12.76,12.9,-1.53,3.6,NaN,,18
2943,12.42,11.61,-1.46,3.43,NaN,,18
2944,10.88,10.83,-1.61,3.35,NaN,,18
2945,7.86,9.38,-2.43,3.33,NaN,,18
2946,4.32,8.17,-2.76,3.21,NaN,,18
2947,2.16,6.93,-2.79,3.14,NaN,,18
2948,1.69,5.22,-3.14,3.34,NaN,,18
2949,5.88,5.66,-3.47,3.51,NaN,,18
2950,8.66,5.88,-3.54,3.72,NaN,,18
2951,8.62,6.98,-3.51,4.03,NaN,,18
2952,8.48,7.33,-3.27,4.43,NaN,,18
2953,8.3,6.7,-3.01,4.63,NaN,,18
2954,7.93,5.88,-3.26,4.92,NaN,,18
2955,7.17,4.95,-3.12,6.66,NaN,,18
2956,5.84,4.21,-2.75,7.35,NaN,,18
2957,5.94,3.41,-3.38,7.33,NaN,,18
2958,5.56,3.19,-3.88,7.26,NaN,,18
2959,5.66,4.03,-3.89,7.54,NaN,,18
2960,8.15,7.59,-2.46,8.58,NaN,,18
2961,11.33,11.12,0.27,8.67,NaN,,18
2962,12.76,13.58,2.48,8.98,NaN,,18
2963,14.06,15.01,4.08,9.11,NaN,,18
2964,14.38,15.21,5.03,9.72,NaN,,18
2965,14.7,13.76,5.68,8.62,NaN,,18
2966,14.09,13.2,6.0,8.92,NaN,,18
2967,13.38,12.3,6.02,9.64,NaN,,18
2968,12.43,10.99,4.88,7.21,NaN,,18
2969,10.29,8.46,2.02,7.1,NaN,,18
2970,8.63,5.19,-1.49,6.68,NaN,,18
2971,7.85,3.71,-1.18,4.92,NaN,,18
2972,7.66,2.87,-0.82,3.74,NaN,,18
2973,7.23,1.83,-1.17,2.83,NaN,,18
2974,7.08,0.87,-1.68,2.66,NaN,,18
2975,7.15,0.18,-2.36,2.32,NaN,,18
2976,7.06,-0.34,-2.56,3.24,NaN,,18
2977,6.03,-0.74,-2.36,3.28,NaN,,18
2978,5.83,-0.98,-1.87,2.92,NaN,,18
2979,4.93,-1.19,-2.59,3.22,NaN,,18
2980,4.9,-1.37,-2.52,3.75,NaN,,18
2981,5.72,-1.59,-3.58,2.92,NaN,,18
2982,5.14,-2.1,-6.04,1.29,NaN,,18
2983,5.0,-1.64,-6.63,0.81,NaN,,18
2984,7.61,2.62,-2.75,4.11,NaN,,18
2985,10.7,9.38,2.54,7.68,NaN,,18
2986,14.01,12.7,4.64,10.35,NaN,,18
2987,16.16,13.3,5.06,10.89,NaN,,18
2988,16.55,14.41,4.95,10.48,NaN,,18
2989,14.87,14.58,5.45,8.6,NaN,,18
2990,14.72,13.31,4.87,8.08,NaN,,18
2991,14.22,12.98,4.85,7.3,NaN,,18
2992,13.23,11.29,3.85,6.45,NaN,,18
2993,10.45,8.98,1.19,5.8,NaN,,18
2994,5.71,5.66,-2.31,5.44,NaN,,18
2995,3.91,3.64,-3.45,5.27,NaN,,18
2996,5.14,2.07,-4.32,5.14,NaN,,18
2997,2.4,1.13,-4.25,4.82,NaN,,18
2998,1.21,0.88,-2.96,4.22,NaN,,18
2999,1.22,3.68,-2.24,2.77,NaN,,18
3000,0.19,6.76,-1.76,1.39,NaN,,18
3001,-0.75,6.57,-0.95,0.15,NaN,,18
3002,-1.04,5.98,-0.92,1.19,NaN,,18
3003,-1.51,5.54,-3.56,2.34,NaN,,18
3004,-1.66,5.66,-5.03,3.63,NaN,,18
3005,-2.44,6.86,-5.77,4.3,NaN,,18
3006,-2.75,7.37,-2.45,3.96,NaN,,18
3007,-2.44,7.28,-0.06,3.87,NaN,,18
3008,2.71,7.99,2.4,5.04,NaN,,18
3009,10.98,8.69,4.34,7.49,NaN,,18
3010,15.45,9.3,5.91,8.59,NaN,,18
3011,16.36,9.72,7.18,9.01,NaN,,18
3012,16.72,9.86,7.94,9.11,NaN,,18
3013,17.17,10.51,7.86,9.96,NaN,,18
3014,16.85,10.69,7.31,8.84,NaN,,18
3015,16.0,10.36,6.25,7.11,NaN,,18
3016,15.03,8.85,5.48,6.31,NaN,,18
3017,11.49,8.61,3.81,5.64,NaN,,18
3018,6.3,8.65,1.28,5.46,NaN,,18
3019,3.82,8.43,0.89,5.24,NaN,,18
3020,2.16,8.37,0.99,5.05,NaN,,18
3021,0.8,8.61,1.15,4.41,NaN,,18
3022,-0.08,8.93,1.14,3.44,NaN,,18
3023,-0.91,9.02,0.4,3.37,NaN,,18
3024,-1.52,9.29,-1.14,3.95,NaN,,19
3025,-1.79,9.5,-2.0,4.06,NaN,,19
3026,-2.52,9.62,-1.77,2.3,NaN,,19
3027,-2.64,9.28,-0.91,1.3,NaN,,19
3028,-2.99,8.84,0.59,0.38,NaN,,19
3029,-3.35,9.17,3.13,2.16,NaN,,19
3030,-3.79,8.55,3.7,2.9,NaN,,19
3031,-2.86,8.53,3.8,1.73,NaN,,19
3032,2.79,9.23,3.96,5.23,NaN,,19
3033,10.81,10.04,3.86,10.87,NaN,,19
3034,14.87,10.74,4.65,13.23,NaN,,19
3035,15.43,12.59,6.84,13.57,NaN,,19
3036,15.79,14.46,6.92,12.45,NaN,,19
3037,15.11,14.22,6.86,12.23,NaN,,19
3038,14.75,14.22,7.1,11.53,NaN,,19
3039,14.04,13.71,7.05,11.39,NaN,,19
3040,12.94,12.13,7.05,10.64,NaN,,19
3041,9.6,10.83,6.45,9.89,NaN,,19
3042,5.66,9.26,6.18,9.39,NaN,,19
3043,3.6,8.64,6.17,9.38,NaN,,19
3044,2.13,8.36,5.86,9.31,NaN,,19
3045,0.98,7.26,5.82,8.95,NaN,,19
3046,0.22,7.35,5.85,8.72,NaN,,19
3047,-0.32,6.36,5.77,8.37,NaN,,19
3048,-0.81,6.65,5.58,8.36,NaN,,19
3049,-1.35,6.71,5.39,8.18,NaN,,19
3050,-1.86,7.49,5.29,7.75,NaN,,19
3051,-2.11,7.48,5.38,7.55,NaN,,19
3052,-2.65,7.51,5.65,7.69,NaN,,19
3053,-2.88,6.76,5.5,8.34,NaN,,19
3054,-3.36,6.48,5.06,8.74,NaN,,19
3055,-3.11,6.86,5.34,9.01,NaN,,19
3056,0.59,7.91,6.26,8.6,NaN,,19
3057,7.05,9.75,6.7,8.37,NaN,,19
3058,9.45,11.66,7.33,8.67,NaN,,19
3059,10.08,13.29,8.34,9.63,NaN,,19
3060,10.87,14.02,8.55,9.9,NaN,,19
3061,11.36,13.82,7.57,10.48,NaN,,19
3062,10.87,11.89,7.42,10.54,NaN,,19
3063,10.01,12.05,7.34,10.82,NaN,,19
3064,8.38,11.38,7.13,10.82,NaN,,19
3065,5.85,8.88,6.81,10.41,NaN,,19
3066,4.78,5.83,6.37,9.81,NaN,,19
3067,4.99,6.51,6.14,9.29,NaN,,19
3068,5.55,6.4,6.32,8.1,NaN,,19
3069,5.88,6.5,6.13,6.79,NaN,,19
3070,5.87,6.82,5.87,6.45,NaN,,19
3071,5.74,5.61,6.15,6.3,NaN,,19
3072,5.08,4.42,6.13,6.13,NaN,,19
3073,4.92,3.85,5.92,5.95,NaN,,19
3074,4.8,3.82,5.81,6.04,NaN,,19
3075,4.62,3.38,5.82,6.03,NaN,,19
3076,4.64,3.47,6.31,5.85,NaN,,19
3077,3.87,3.36,6.63,5.87,NaN,,19
3078,2.9,2.61,6.52,6.14,NaN,,19
3079,2.2,3.5,6.62,6.42,NaN,,19
3080,3.74,6.56,7.22,7.15,NaN,,19
3081,7.69,9.34,7.48,7.58,NaN,,19
3082,10.13,10.12,7.22,9.35,NaN,,19
3083,11.91,11.45,7.12,11.4,NaN,,19
3084,11.92,11.79,6.91,13.38,NaN,,19
3085,11.7,10.8,7.24,12.73,NaN,,19
3086,12.24,10.95,7.94,11.96,NaN,,19
3087,10.44,10.56,8.05,11.55,NaN,,19
3088,9.09,9.56,7.9,11.2,NaN,,19
3089,7.21,7.02,7.37,9.63,NaN,,19
3090,4.45,3.95,7.12,7.81,NaN,,19
3091,2.8,1.8,7.1,5.53,NaN,,19
3092,2.41,0.52,7.1,4.81,NaN,,19
3093,4.41,-0.31,7.1,5.52,NaN,,19
3094,4.74,-1.07,7.1,6.55,NaN,,19
3095,4.17,-1.57,7.55,7.25,NaN,,19
3096,2.79,-1.86,7.96,6.89,NaN,,19
3097,2.15,-2.43,7.27,6.55,NaN,,19
3098,1.11,-2.6,7.1,6.66,NaN,,19
3099,0.51,-2.82,7.26,6.97,NaN,,19
3100,0.15,-2.97,7.4,7.1,NaN,,19
3101,-0.3,-3.5,7.1,7.68,NaN,,19
3102,-0.87,-4.04,6.69,7.94,NaN,,19
3103,-0.59,-3.03,6.72,8.27,NaN,,19
3104,4.29,1.84,8.17,8.67,NaN,,19
3105,10.87,8.91,10.51,9.71,NaN,,19
3106,11.97,11.75,11.01,9.8,NaN,,19
3107,12.95,13.63,11.27,10.39,NaN,,19
