,inv1819,inv1920,inv2021,inv2122,inv2223,inv2324,week
3636,15.79,13.45,8.57,10.81,NaN,,22
3637,16.72,13.49,3.75,9.56,NaN,,22
3638,17.1,12.83,2.1,8.72,NaN,,22
3639,13.88,12.33,1.45,8.57,NaN,,22
3640,14.22,11.08,1.76,8.38,NaN,,22
3641,12.79,10.61,2.1,7.6,NaN,,22
3642,9.08,10.07,2.19,7.4,NaN,,22
3643,6.55,8.77,2.53,7.28,NaN,,22
3644,5.49,7.41,3.39,6.93,NaN,,22
3645,4.74,7.59,3.16,6.47,NaN,,22
3646,3.82,7.28,2.41,6.6,NaN,,22
3647,2.8,7.09,1.49,6.95,NaN,,22
3648,2.25,6.85,0.03,6.85,NaN,,22
3649,1.65,6.37,-1.26,6.56,NaN,,22
3650,1.27,6.41,-2.19,6.65,NaN,,22
3651,1.25,6.02,-2.65,6.96,NaN,,22
3652,1.54,5.88,-3.0,7.06,NaN,,22
3653,1.91,5.51,-3.07,7.14,NaN,,22
3654,3.54,4.85,-1.88,7.51,NaN,,22
3655,8.13,5.18,-0.24,8.36,NaN,,22
3656,12.28,6.24,4.64,9.2,NaN,,22
3657,15.7,7.48,8.77,9.98,NaN,,22
3658,16.59,8.88,10.93,11.01,NaN,,22
3659,17.55,9.82,11.42,11.76,NaN,,22
3660,17.52,11.11,12.15,11.29,NaN,,22
3661,16.82,12.0,11.46,12.6,NaN,,22
3662,16.83,12.35,11.97,14.22,NaN,,22
3663,15.14,12.38,11.28,14.42,NaN,,22
3664,14.5,11.54,10.43,12.14,NaN,,22
3665,13.28,9.8,9.22,9.9,NaN,,22
3666,11.54,7.97,5.05,8.17,NaN,,22
3667,10.1,6.89,1.71,6.31,NaN,,22
3668,10.2,6.2,0.02,5.51,NaN,,22
3669,8.2,5.88,-0.58,5.23,NaN,,22
3670,7.3,5.67,-1.13,6.27,NaN,,22
3671,7.0,4.93,-1.6,8.07,NaN,,22
3672,5.86,4.48,-1.63,9.21,NaN,,22
3673,4.4,4.26,-1.8,9.58,NaN,,22
3674,4.64,3.82,-1.37,9.77,NaN,,22
3675,7.5,3.67,-0.71,9.59,NaN,,22
3676,9.36,3.33,2.95,9.56,NaN,,22
3677,9.45,3.21,2.89,9.56,NaN,,22
3678,9.79,2.45,2.21,9.56,NaN,,22
3679,11.68,4.9,3.14,9.64,NaN,,22
3680,12.96,9.11,8.3,10.32,NaN,,22
3681,13.1,11.9,10.7,11.38,NaN,,22
3682,14.45,14.29,11.84,12.8,NaN,,22
3683,15.85,15.33,12.52,14.11,NaN,,22
3684,14.83,14.8,12.84,14.73,NaN,,22
3685,14.63,14.05,11.96,15.08,NaN,,22
3686,13.99,13.55,13.41,15.02,NaN,,22
3687,13.22,13.1,11.66,14.4,NaN,,22
3688,13.94,12.29,11.94,13.31,NaN,,22
3689,12.41,11.06,10.44,12.03,NaN,,22
3690,11.74,7.68,7.01,10.99,NaN,,22
3691,11.17,4.43,4.3,10.45,NaN,,22
3692,11.36,2.34,4.31,9.94,NaN,,22
3693,11.24,1.05,4.96,9.83,NaN,,22
3694,11.26,0.27,5.73,9.57,NaN,,22
3695,11.19,-0.34,5.22,9.56,NaN,,22
3696,11.21,-0.87,4.09,9.43,NaN,,23
3697,11.32,-1.4,3.33,8.76,NaN,,23
3698,11.14,-1.95,2.66,8.39,NaN,,23
3699,10.8,-2.44,3.19,8.31,NaN,,23
3700,10.79,-2.66,4.59,8.18,NaN,,23
3701,10.75,-2.76,1.64,7.88,NaN,,23
3702,10.58,-2.61,-0.56,7.4,NaN,,23
3703,11.02,1.19,1.37,7.56,NaN,,23
3704,11.88,8.66,6.14,8.39,NaN,,23
3705,12.59,12.98,9.35,9.57,NaN,,23
3706,11.23,13.98,11.77,10.49,NaN,,23
3707,5.22,13.9,11.35,11.07,NaN,,23
3708,3.81,14.18,11.74,12.65,NaN,,23
3709,3.15,14.76,9.83,12.73,NaN,,23
3710,3.0,15.0,9.91,13.05,NaN,,23
3711,3.04,13.99,11.76,13.18,NaN,,23
3712,3.98,13.32,9.37,12.24,NaN,,23
3713,4.55,12.01,7.19,10.35,NaN,,23
3714,4.18,9.29,5.56,8.76,NaN,,23
3715,4.31,6.38,5.15,8.22,NaN,,23
3716,4.74,6.16,4.65,7.65,NaN,,23
3717,4.94,7.98,4.36,7.24,NaN,,23
3718,4.94,7.83,4.52,6.96,NaN,,23
3719,4.94,6.5,3.49,6.63,NaN,,23
3720,5.03,4.53,2.63,6.47,NaN,,23
3721,5.25,4.63,2.07,6.28,NaN,,23
3722,5.59,8.08,1.59,5.98,NaN,,23
3723,5.33,10.8,0.78,5.89,NaN,,23
3724,5.02,12.17,-0.03,5.81,NaN,,23
3725,4.93,11.87,-0.01,5.47,NaN,,23
3726,4.97,11.68,0.55,5.07,NaN,,23
3727,5.27,12.99,3.69,5.94,NaN,,23
3728,5.94,15.33,6.23,7.17,NaN,,23
3729,6.0,17.85,7.82,9.24,NaN,,23
3730,7.49,19.31,9.27,11.23,NaN,,23
3731,8.28,19.93,9.78,12.54,NaN,,23
3732,8.65,20.68,11.57,13.54,NaN,,23
3733,8.45,21.04,11.17,13.91,NaN,,23
3734,8.86,21.09,9.59,14.21,NaN,,23
3735,8.32,20.79,8.29,13.74,NaN,,23
3736,8.2,19.84,7.19,12.26,NaN,,23
3737,7.16,18.25,4.37,10.7,NaN,,23
3738,6.63,16.16,2.78,8.96,NaN,,23
3739,6.06,14.28,1.91,8.03,NaN,,23
3740,5.85,11.91,1.43,6.79,NaN,,23
3741,5.76,9.41,0.72,6.09,NaN,,23
3742,5.66,9.15,1.08,5.75,NaN,,23
3743,5.77,8.2,0.76,5.18,NaN,,23
3744,5.82,9.96,-0.0,4.92,NaN,,23
3745,5.59,10.46,0.35,5.09,NaN,,23
3746,5.04,9.88,-0.17,5.07,NaN,,23
3747,5.01,9.42,-0.42,5.02,NaN,,23
3748,5.06,10.21,-0.2,4.91,NaN,,23
3749,5.0,10.51,-0.19,4.28,NaN,,23
3750,4.93,10.11,0.91,3.4,NaN,,23
3751,5.97,12.77,2.23,5.23,NaN,,23
3752,7.24,16.35,4.35,7.71,NaN,,23
3753,8.4,18.86,6.25,9.55,NaN,,23
3754,9.26,20.63,7.77,11.18,NaN,,23
3755,10.18,20.45,9.17,12.08,NaN,,23
3756,10.78,19.61,10.03,12.85,NaN,,23
3757,11.58,19.0,8.54,13.2,NaN,,23
3758,11.39,18.69,10.94,13.04,NaN,,23
3759,11.06,18.82,11.13,11.95,NaN,,23
3760,10.52,17.8,9.53,10.61,NaN,,23
3761,9.17,16.28,8.26,9.1,NaN,,23
3762,7.89,13.49,5.89,7.49,NaN,,23
3763,7.21,10.27,3.93,7.05,NaN,,23
3764,6.94,8.48,1.77,6.11,NaN,,23
3765,6.68,7.4,-0.02,5.55,NaN,,23
3766,6.48,6.46,-1.21,4.82,NaN,,23
3767,6.22,5.64,-2.1,4.15,NaN,,23
3768,5.9,4.95,-2.68,3.75,NaN,,23
3769,5.76,4.31,-2.58,3.93,NaN,,23
3770,5.24,3.48,-1.67,3.17,NaN,,23
3771,4.93,3.03,0.1,2.74,NaN,,23
3772,4.87,2.59,1.09,3.15,NaN,,23
3773,4.96,2.43,1.17,3.6,NaN,,23
3774,5.19,2.72,0.86,3.89,NaN,,23
3775,6.46,6.67,2.1,4.81,NaN,,23
3776,8.11,13.69,4.34,6.91,NaN,,23
3777,9.69,16.68,5.75,8.96,NaN,,23
3778,10.83,17.14,7.03,11.21,NaN,,23
3779,12.11,17.08,7.84,13.26,NaN,,23
3780,13.65,16.9,8.21,14.35,NaN,,23
3781,14.65,17.02,9.11,15.07,NaN,,23
3782,15.44,17.09,8.77,15.24,NaN,,23
3783,15.38,17.43,7.52,14.79,NaN,,23
3784,13.88,16.15,5.75,13.57,NaN,,23
3785,12.23,14.3,3.48,11.92,NaN,,23
3786,10.82,11.92,1.69,9.63,NaN,,23
3787,9.97,9.27,1.27,8.69,NaN,,23
3788,9.71,7.45,1.15,7.61,NaN,,23
3789,9.55,6.04,0.97,6.63,NaN,,23
3790,9.43,5.1,0.77,5.97,NaN,,23
3791,9.72,4.63,0.43,5.66,NaN,,23
3792,9.63,4.2,-0.25,5.88,NaN,,23
3793,8.84,3.78,-0.6,5.4,NaN,,23
3794,7.76,4.44,-0.42,5.1,NaN,,23
3795,7.48,5.05,-0.82,4.94,NaN,,23
3796,7.28,6.89,-1.51,5.26,NaN,,23
3797,7.3,6.7,-1.37,5.07,NaN,,23
3798,7.78,5.64,-1.22,5.62,NaN,,23
3799,9.76,7.31,-0.08,7.38,NaN,,23
3800,12.29,11.59,1.42,9.37,NaN,,23
3801,14.82,14.76,2.7,11.38,NaN,,23
3802,16.56,16.21,4.52,13.56,NaN,,23
3803,18.34,17.28,5.88,15.23,NaN,,23
3804,19.86,17.76,7.18,17.16,NaN,,23
3805,21.15,16.46,7.47,19.21,NaN,,23
3806,21.19,17.08,7.61,18.27,NaN,,23
3807,20.91,16.7,6.97,15.92,NaN,,23
3808,19.26,15.81,6.52,14.18,NaN,,23
3809,17.1,14.71,5.95,12.64,NaN,,23
3810,15.1,12.61,5.19,9.47,NaN,,23
3811,14.4,11.3,4.86,7.4,NaN,,23
3812,13.27,10.2,4.64,9.88,NaN,,23
3813,12.77,10.83,4.22,9.53,NaN,,23
3814,12.58,9.79,3.87,9.11,NaN,,23
3815,12.53,8.42,3.47,9.77,NaN,,23
3816,12.19,7.2,3.16,9.98,NaN,,23
3817,11.65,6.23,2.64,9.02,NaN,,23
3818,12.3,5.48,2.24,8.13,NaN,,23
3819,11.85,4.9,1.96,7.81,NaN,,23
3820,11.67,4.43,2.02,7.58,NaN,,23
3821,11.49,3.84,2.27,7.07,NaN,,23
3822,11.77,3.65,2.42,7.53,NaN,,23
3823,13.23,4.43,4.86,10.9,NaN,,23
3824,15.08,5.25,7.64,13.41,NaN,,23
3825,17.2,6.18,9.11,16.03,NaN,,23
3826,19.1,6.65,11.14,18.66,NaN,,23
3827,21.39,7.47,9.84,20.66,NaN,,23
3828,22.73,8.95,9.19,21.34,NaN,,23
3829,22.81,9.34,10.82,20.91,NaN,,23
3830,23.14,9.57,11.68,19.62,NaN,,23
3831,23.07,9.16,11.03,19.07,NaN,,23
3832,21.75,8.22,9.87,18.39,NaN,,23
3833,19.93,6.63,8.49,17.25,NaN,,23
3834,16.47,5.05,7.22,13.26,NaN,,23
3835,14.25,4.05,6.19,9.29,NaN,,23
3836,12.21,2.95,5.38,6.76,NaN,,23
3837,9.39,2.21,4.96,5.21,NaN,,23
3838,9.85,1.75,4.94,4.92,NaN,,23
3839,10.14,1.09,4.59,7.55,NaN,,23
3840,10.82,0.63,3.77,9.19,NaN,,23
3841,11.22,0.1,3.34,7.79,NaN,,23
3842,11.32,-0.27,3.31,3.29,NaN,,23
3843,11.15,-0.66,3.37,1.6,NaN,,23
3844,11.38,-0.83,3.36,0.93,NaN,,23
3845,11.71,-0.91,2.76,1.83,NaN,,23
3846,12.49,-0.85,2.61,1.37,NaN,,23
3847,15.27,0.01,4.53,7.09,NaN,,23
3848,18.11,1.82,6.94,15.78,NaN,,23
3849,21.12,3.39,9.07,19.51,NaN,,23
3850,21.98,4.94,10.93,19.91,NaN,,23
3851,21.18,6.11,10.94,20.95,NaN,,23
3852,21.97,7.5,10.29,21.4,NaN,,23
3853,21.61,8.02,9.74,20.8,NaN,,23
3854,20.45,7.9,11.08,20.72,NaN,,23
3855,20.77,7.85,10.85,19.94,NaN,,23
3856,20.76,6.9,10.04,18.92,NaN,,23
3857,19.16,5.36,9.58,17.27,NaN,,23
3858,15.55,3.88,7.36,13.35,NaN,,23
3859,11.6,2.71,3.98,8.45,NaN,,23
3860,9.27,2.33,2.35,5.9,NaN,,23
3861,7.66,2.32,1.08,4.5,NaN,,23
3862,6.68,2.05,0.16,3.49,NaN,,23
3863,5.79,1.38,-0.28,2.68,NaN,,23
3864,4.56,0.91,-0.08,1.62,NaN,,24
3865,4.0,0.46,0.25,0.97,NaN,,24
3866,3.79,0.52,0.36,0.55,NaN,,24
3867,3.66,-0.31,0.85,-0.18,NaN,,24
3868,3.2,-0.79,-0.38,-0.14,NaN,,24
3869,2.26,-0.48,-1.71,-0.01,NaN,,24
3870,2.9,0.09,-1.68,3.24,NaN,,24
3871,8.25,1.52,3.65,8.84,NaN,,24
3872,15.59,3.21,10.21,15.13,NaN,,24
3873,18.52,4.51,11.96,17.85,NaN,,24
3874,19.84,6.01,11.58,20.17,NaN,,24
3875,20.06,6.98,12.37,20.4,NaN,,24
3876,19.37,7.47,12.42,20.7,NaN,,24
3877,19.41,7.11,12.9,20.21,NaN,,24
3878,20.04,6.36,12.42,19.79,NaN,,24
3879,19.32,5.71,12.54,19.32,NaN,,24
3880,18.69,4.62,11.78,18.48,NaN,,24
3881,17.18,3.71,10.58,17.07,NaN,,24
3882,14.66,2.89,8.09,13.42,NaN,,24
3883,11.68,2.48,4.8,9.4,NaN,,24
3884,8.79,2.43,2.91,7.02,NaN,,24
3885,4.66,2.21,1.81,5.89,NaN,,24
3886,3.35,1.71,1.02,4.31,NaN,,24
3887,3.31,1.5,0.27,3.96,NaN,,24
3888,3.4,1.25,1.71,2.73,NaN,,24
3889,4.66,1.17,2.93,7.68,NaN,,24
3890,4.98,0.97,3.92,9.61,NaN,,24
3891,5.09,0.7,4.63,10.68,NaN,,24
3892,5.04,0.45,2.33,10.7,NaN,,24
3893,5.17,-0.15,-0.53,10.71,NaN,,24
3894,5.08,0.16,-0.78,11.45,NaN,,24
3895,5.96,0.43,4.65,14.03,NaN,,24
3896,7.65,1.71,10.72,16.89,NaN,,24
3897,9.05,2.6,13.02,19.29,NaN,,24
3898,10.02,3.88,13.68,22.27,NaN,,24
3899,11.03,3.94,14.33,23.0,NaN,,24
3900,11.59,4.69,14.83,21.95,NaN,,24
3901,12.52,4.56,15.03,21.07,NaN,,24
3902,12.64,4.57,15.1,19.91,NaN,,24
3903,12.69,4.04,15.11,19.73,NaN,,24
3904,11.98,3.48,14.16,18.59,NaN,,24
3905,10.9,2.22,12.81,17.11,NaN,,24
3906,9.14,1.29,9.52,13.82,NaN,,24
3907,7.79,1.04,6.05,10.22,NaN,,24
3908,6.63,0.91,4.45,8.1,NaN,,24
3909,6.9,0.88,3.16,6.8,NaN,,24
3910,6.63,0.87,2.25,5.41,NaN,,24
3911,6.28,0.97,1.86,4.33,NaN,,24
3912,6.14,1.18,0.95,3.37,NaN,,24
3913,6.01,1.19,0.4,2.61,NaN,,24
3914,4.75,0.96,0.28,0.0,NaN,,24
3915,4.29,1.12,0.16,2.02,NaN,,24
3916,3.88,1.05,-0.48,1.64,NaN,,24
3917,3.59,1.3,-0.9,1.36,NaN,,24
3918,4.98,1.49,-0.68,0.64,NaN,,24
3919,6.87,1.83,4.59,1.25,NaN,,24
3920,9.74,2.65,12.7,7.44,NaN,,24
3921,10.49,3.09,14.16,16.86,NaN,,24
3922,10.77,3.25,15.38,20.02,NaN,,24
3923,11.76,3.81,16.19,20.2,NaN,,24
3924,11.3,3.48,16.58,20.52,NaN,,24
3925,11.03,4.96,16.28,20.78,NaN,,24
3926,11.51,6.03,15.59,20.25,NaN,,24
3927,11.64,5.11,15.76,19.38,NaN,,24
3928,11.37,4.89,14.92,19.37,NaN,,24
3929,10.03,4.62,13.54,18.77,NaN,,24
3930,8.22,4.58,10.49,17.85,NaN,,24
3931,7.17,4.8,7.93,14.26,NaN,,24
3932,6.64,4.92,6.24,10.0,NaN,,24
3933,6.44,4.96,4.81,7.98,NaN,,24
3934,6.58,5.35,3.44,6.42,NaN,,24
3935,7.02,5.81,2.95,5.56,NaN,,24
3936,7.07,5.82,2.23,4.44,NaN,,24
3937,7.09,5.87,2.27,3.57,NaN,,24
3938,7.1,5.91,4.01,2.72,NaN,,24
3939,7.01,5.91,5.58,2.14,NaN,,24
3940,6.78,5.83,7.24,1.36,NaN,,24
3941,6.49,5.86,8.77,0.86,NaN,,24
3942,6.87,6.17,8.67,0.71,NaN,,24
3943,8.44,7.15,9.51,1.46,NaN,,24
3944,10.04,7.87,10.83,7.23,NaN,,24
3945,11.28,9.56,11.62,14.9,NaN,,24
3946,11.62,9.43,12.23,17.61,NaN,,24
3947,11.39,9.5,13.39,18.64,NaN,,24
3948,12.76,11.01,12.95,18.69,NaN,,24
3949,13.26,12.47,13.79,18.68,NaN,,24
3950,12.8,12.17,13.87,18.4,NaN,,24
3951,13.34,13.42,13.53,18.25,NaN,,24
3952,12.82,12.89,12.6,16.76,NaN,,24
3953,11.84,12.18,12.0,15.67,NaN,,24
3954,10.61,11.61,11.34,14.44,NaN,,24
3955,9.71,11.19,11.12,10.82,NaN,,24
3956,9.21,11.13,10.81,8.28,NaN,,24
3957,8.49,10.9,9.83,6.23,NaN,,24
3958,8.63,10.85,9.07,5.11,NaN,,24
3959,8.42,10.57,9.27,3.45,NaN,,24
3960,7.13,9.84,9.09,2.21,NaN,,24
3961,6.55,9.01,9.39,1.54,NaN,,24
3962,6.88,8.38,0.0,0.94,NaN,,24
3963,7.09,8.37,9.54,0.58,NaN,,24
3964,7.68,8.32,9.07,0.2,NaN,,24
3965,7.32,8.34,8.58,0.01,NaN,,24
3966,6.68,9.13,8.63,-0.29,NaN,,24
3967,10.1,10.31,8.77,0.42,NaN,,24
3968,11.87,12.59,11.01,5.41,NaN,,24
3969,13.12,14.27,12.73,11.99,NaN,,24
3970,14.55,15.38,13.43,14.44,NaN,,24
3971,15.75,17.61,14.57,15.92,NaN,,24
3972,16.51,19.21,13.78,17.26,NaN,,24
3973,16.77,17.69,13.2,16.73,NaN,,24
3974,17.36,16.95,14.38,16.77,NaN,,24
3975,17.36,16.88,16.38,16.14,NaN,,24
3976,16.47,15.79,15.07,15.74,NaN,,24
3977,15.18,14.57,13.46,14.56,NaN,,24
3978,13.22,11.95,12.75,13.11,NaN,,24
3979,12.05,8.72,10.53,11.63,NaN,,24
3980,10.65,6.96,8.29,10.47,NaN,,24
3981,9.75,5.38,6.83,9.57,NaN,,24
3982,8.83,4.53,5.53,8.75,NaN,,24
3983,8.0,4.01,4.89,8.78,NaN,,24
3984,6.72,3.96,4.95,5.48,NaN,,24
3985,7.22,3.61,5.04,4.24,NaN,,24
3986,8.38,0.0,5.56,3.81,NaN,,24
3987,8.32,2.77,5.85,3.67,NaN,,24
3988,8.13,2.14,5.55,3.65,NaN,,24
3989,6.88,2.52,4.93,4.88,NaN,,24
3990,7.65,1.37,4.23,5.17,NaN,,24
3991,11.3,2.18,4.52,8.48,NaN,,24
3992,13.9,7.98,8.58,10.06,NaN,,24
3993,16.43,14.64,13.9,10.83,NaN,,24
3994,19.3,17.51,16.81,11.68,NaN,,24
3995,19.61,17.94,17.89,12.45,NaN,,24
3996,19.14,17.37,17.92,12.66,NaN,,24
3997,19.38,17.41,18.35,13.05,NaN,,24
3998,18.8,19.91,18.57,11.75,NaN,,24
3999,18.53,19.44,17.95,10.76,NaN,,24
4000,17.62,19.43,17.32,10.66,NaN,,24
4001,16.41,18.74,17.27,10.33,NaN,,24
4002,13.51,17.27,16.08,9.78,NaN,,24
4003,9.91,15.24,13.51,9.21,NaN,,24
4004,7.85,13.57,10.13,8.64,NaN,,24
4005,6.33,12.45,8.41,8.71,NaN,,24
4006,6.15,11.9,7.39,8.83,NaN,,24
4007,5.81,12.1,6.49,8.46,NaN,,24
4008,5.63,11.73,7.05,8.37,NaN,,24
4009,5.03,11.89,5.98,8.42,NaN,,24
4010,0.0,11.02,4.91,8.62,NaN,,24
4011,3.87,10.57,4.32,8.68,NaN,,24
4012,2.68,10.01,3.73,8.78,NaN,,24
4013,1.56,9.38,3.7,8.91,NaN,,24
4014,1.35,8.53,3.56,9.01,NaN,,24
4015,2.35,7.58,4.43,9.51,NaN,,24
4016,9.93,7.41,10.31,9.36,NaN,,24
4017,16.74,7.31,17.89,8.87,NaN,,24
4018,19.37,7.24,22.11,8.41,NaN,,24
4019,21.26,7.68,21.08,8.54,NaN,,24
4020,21.3,8.84,20.71,9.05,NaN,,24
4021,21.82,9.06,22.13,9.7,NaN,,24
4022,21.25,8.43,22.04,10.11,NaN,,24
4023,21.01,7.43,21.79,9.63,NaN,,24
4024,21.1,7.0,21.78,10.26,NaN,,24
4025,20.02,6.25,20.88,9.71,NaN,,24
4026,18.33,4.98,19.94,9.99,NaN,,24
4027,15.28,4.13,16.95,9.86,NaN,,24
4028,11.56,3.1,13.08,9.86,NaN,,24
4029,11.21,2.33,10.54,9.56,NaN,,24
4030,14.82,2.49,9.5,9.14,NaN,,24
4031,15.05,2.43,8.38,8.61,NaN,,24
4032,14.89,2.29,7.38,8.38,NaN,,25
4033,15.53,1.96,7.3,8.36,NaN,,25
4034,15.15,1.91,6.17,8.34,NaN,,25
4035,14.95,2.09,5.25,7.91,NaN,,25
4036,14.82,1.83,5.32,7.6,NaN,,25
4037,14.19,1.69,5.39,7.4,NaN,,25
4038,13.52,1.26,5.39,7.4,NaN,,25
4039,13.57,1.56,6.57,7.6,NaN,,25
4040,14.92,2.84,14.54,8.0,NaN,,25
4041,16.73,4.05,19.89,8.4,NaN,,25
4042,18.21,4.98,22.89,9.83,NaN,,25
4043,19.73,6.01,22.76,10.46,NaN,,25
4044,21.16,7.21,23.21,12.47,NaN,,25
4045,22.19,8.02,23.34,12.6,NaN,,25
4046,23.05,8.88,23.51,13.65,NaN,,25
4047,23.07,8.73,23.13,14.36,NaN,,25
4048,22.77,8.66,22.51,12.83,NaN,,25
4049,21.67,7.9,21.85,12.41,NaN,,25
4050,19.96,6.77,20.44,9.57,NaN,,25
4051,17.72,5.28,17.73,8.77,NaN,,25
4052,16.11,3.94,13.9,8.36,NaN,,25
4053,15.61,3.34,11.57,8.38,NaN,,25
4054,14.98,2.96,10.26,8.64,NaN,,25
4055,14.61,2.36,9.44,8.72,NaN,,25
4056,13.8,1.77,8.47,8.94,NaN,,25
4057,13.18,2.1,7.56,8.96,NaN,,25
4058,13.16,1.43,7.03,8.77,NaN,,25
4059,12.98,0.13,6.71,8.27,NaN,,25
4060,12.6,-1.19,6.32,7.67,NaN,,25
4061,12.35,-1.11,5.59,6.9,NaN,,25
4062,12.03,-1.16,5.25,6.48,NaN,,25
4063,12.48,-0.27,6.59,5.94,NaN,,25
4064,13.85,2.52,13.03,5.89,NaN,,25
4065,16.4,4.56,19.8,5.96,NaN,,25
4066,18.5,6.64,21.19,6.07,NaN,,25
4067,21.84,6.95,22.17,6.36,NaN,,25
4068,23.16,9.09,23.75,7.71,NaN,,25
4069,21.91,10.11,23.85,8.93,NaN,,25
4070,20.82,10.56,23.67,7.74,NaN,,25
4071,20.25,11.38,23.43,8.39,NaN,,25
4072,20.31,11.11,23.14,7.65,NaN,,25
4073,19.43,10.32,22.28,7.17,NaN,,25
4074,17.61,8.88,20.93,6.12,NaN,,25
4075,15.26,6.78,18.08,4.99,NaN,,25
4076,13.21,5.17,14.12,4.03,NaN,,25
4077,11.85,3.34,11.51,4.03,NaN,,25
4078,12.54,2.7,10.02,3.88,NaN,,25
4079,12.73,2.09,9.44,3.75,NaN,,25
4080,11.22,1.56,8.24,3.79,NaN,,25
4081,10.13,0.58,7.04,3.81,NaN,,25
4082,8.44,0.17,6.65,3.74,NaN,,25
4083,7.82,0.35,6.96,3.58,NaN,,25
4084,8.25,0.62,7.78,3.33,NaN,,25
4085,9.2,0.75,7.42,3.18,NaN,,25
4086,9.82,0.96,6.73,2.94,NaN,,25
4087,10.59,2.2,7.67,3.48,NaN,,25
4088,11.79,4.96,11.36,4.93,NaN,,25
4089,14.41,7.17,16.59,6.47,NaN,,25
4090,15.64,9.77,19.83,7.63,NaN,,25
4091,17.28,11.73,21.15,9.44,NaN,,25
4092,16.7,13.6,23.55,10.76,NaN,,25
4093,16.07,12.02,22.85,11.92,NaN,,25
4094,15.81,12.18,22.46,12.41,NaN,,25
4095,13.81,12.39,22.4,12.18,NaN,,25
4096,14.78,11.84,21.19,10.7,NaN,,25
4097,14.98,11.33,21.58,9.52,NaN,,25
4098,14.15,10.07,18.82,8.26,NaN,,25
4099,12.19,7.69,16.31,7.14,NaN,,25
4100,12.08,4.6,15.08,5.53,NaN,,25
4101,12.21,2.18,15.14,3.55,NaN,,25
4102,12.16,0.77,14.88,2.72,NaN,,25
4103,12.08,-0.06,14.34,2.94,NaN,,25
4104,12.07,-0.81,13.59,3.2,NaN,,25
4105,12.07,-1.3,12.78,3.02,NaN,,25
4106,12.03,-2.09,12.21,3.2,NaN,,25
4107,11.75,-2.79,11.3,3.17,NaN,,25
4108,11.77,-3.46,10.06,3.03,NaN,,25
4109,11.67,-3.77,9.57,2.56,NaN,,25
4110,11.31,-3.75,8.34,1.44,NaN,,25
4111,11.49,-2.12,8.57,2.59,NaN,,25
4112,12.12,4.01,9.46,6.65,NaN,,25
4113,13.86,10.1,10.86,9.73,NaN,,25
4114,13.9,11.55,12.07,10.65,NaN,,25
4115,15.34,12.13,13.14,9.89,NaN,,25
4116,17.67,13.03,14.13,11.23,NaN,,25
4117,17.71,13.71,14.75,12.29,NaN,,25
4118,18.0,13.56,14.84,12.55,NaN,,25
4119,18.19,13.75,14.47,10.99,NaN,,25
4120,17.89,14.12,14.0,10.75,NaN,,25
4121,15.82,12.94,13.35,10.16,NaN,,25
4122,14.93,11.69,12.31,8.78,NaN,,25
4123,14.19,9.61,10.74,7.31,NaN,,25
4124,13.83,6.51,9.64,6.46,NaN,,25
4125,13.66,4.53,8.91,6.7,NaN,,25
4126,13.31,3.58,8.37,6.05,NaN,,25
4127,13.16,3.08,7.44,5.98,NaN,,25
4128,13.32,4.04,6.79,5.74,NaN,,25
4129,13.17,6.45,6.26,6.42,NaN,,25
4130,12.95,9.04,6.05,6.12,NaN,,25
4131,11.54,9.33,6.06,6.16,NaN,,25
4132,10.95,9.2,4.94,5.88,NaN,,25
4133,8.89,9.54,4.88,5.79,NaN,,25
4134,8.34,8.39,4.5,5.24,NaN,,25
4135,7.5,8.61,4.56,5.82,NaN,,25
4136,7.68,10.72,6.66,8.01,NaN,,25
4137,8.26,12.85,8.63,10.48,NaN,,25
4138,8.73,14.71,9.78,11.54,NaN,,25
4139,8.6,16.07,10.46,12.26,NaN,,25
4140,8.39,16.87,11.87,12.95,NaN,,25
4141,10.62,17.46,12.66,13.39,NaN,,25
4142,9.08,17.07,13.42,14.22,NaN,,25
4143,7.87,17.38,13.68,14.06,NaN,,25
4144,7.85,17.03,13.54,13.58,NaN,,25
4145,8.57,16.13,13.02,12.68,NaN,,25
4146,8.32,14.75,11.12,12.09,NaN,,25
4147,7.89,13.19,9.57,10.0,NaN,,25
4148,7.25,12.04,7.19,6.86,NaN,,25
4149,7.11,11.57,6.26,4.61,NaN,,25
4150,7.14,10.94,3.71,3.3,NaN,,25
4151,7.33,10.64,2.09,2.17,NaN,,25
4152,6.91,10.7,1.67,1.38,NaN,,25
4153,5.36,10.57,1.22,0.98,NaN,,25
4154,3.8,10.07,1.81,0.73,NaN,,25
4155,2.94,9.8,1.1,0.24,NaN,,25
4156,3.28,9.52,0.21,-0.08,NaN,,25
4157,4.44,8.72,-0.46,-0.16,NaN,,25
4158,5.19,7.99,-0.45,-0.28,NaN,,25
4159,6.0,8.91,0.61,1.27,NaN,,25
4160,7.46,10.31,5.8,6.69,NaN,,25
4161,8.67,12.28,9.63,12.24,NaN,,25
4162,11.48,14.28,10.57,14.7,NaN,,25
4163,14.82,15.87,11.02,15.48,NaN,,25
4164,16.43,17.21,12.07,16.5,NaN,,25
4165,14.68,18.42,12.54,16.7,NaN,,25
4166,12.31,19.05,12.45,16.29,NaN,,25
4167,10.94,19.5,12.65,15.91,NaN,,25
4168,11.74,18.96,12.17,15.7,NaN,,25
